parcel_number,Max End Date,Subsidy Status,parcel_address,numberofunits,num_associated_hud_properties,has_active_rental_license,lhhp_status_type,lhhp_certification_status,lhhp_cert_date,lhhp_cert_expiration_date,lat,lng,council_district,senate_district
886810036,2033-01-01,Active,522 N VOGDES ST,1.0,1,1,Lead-Safe,Certified,2021/09/02 00:00:00+00,2025/09/02 00:00:00+00,39.96810895687574,-75.23099781476809,4,7
886810037,2028-01-01,Inactive,512 N ALLISON ST,1.0,1,1,Lead-Safe,Certified,2023/06/26 00:00:00+00,2027/06/26 00:00:00+00,39.967859699501574,-75.23152436762996,4,7
886810038,2032-01-01,Active,1455 N 55TH ST,,1,0,,Not Certified,,,39.9749879888646,-75.23115281890655,4,7
886810039,2028-01-01,Inactive,1541 N 56TH ST,1.0,1,1,Lead-Safe,Certified,2023/06/26 00:00:00+00,2027/06/26 00:00:00+00,39.97608595524334,-75.2332855879194,4,7
886810040,2032-01-01,Active,5637 APPLETREE ST,1.0,1,1,Lead-Safe,Certified,2022/11/14 00:00:00+00,2026/11/14 00:00:00+00,39.96318317442392,-75.23350751444796,4,7
886810041,2034-01-01,Active,5724 CHERRY ST,1.0,1,1,Lead-Safe,Certified,2024/06/13 00:00:00+00,2028/06/13 00:00:00+00,39.9635390758829,-75.23530127494995,4,7
886810042,2037-01-01,Active,114 N 56TH ST,1.0,1,1,Lead-Safe,Certified,2021/09/14 00:00:00+00,2025/09/14 00:00:00+00,39.96304042217013,-75.23268527143132,4,7
886810043,2037-01-01,Active,119 N 57TH ST,1.0,1,1,Lead-Safe,Certified,2022/02/09 00:00:00+00,2026/02/09 00:00:00+00,39.963303822139224,-75.23419272348873,4,7
886810044,2037-01-01,Active,35 N HOBART ST,1.0,1,1,Lead-Safe,Certified,2024/06/13 00:00:00+00,2028/06/13 00:00:00+00,39.96258995596637,-75.23771230764085,4,7
886810045,2033-01-01,Active,5936 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2021/07/22 00:00:00+00,2025/07/22 00:00:00+00,39.965796791625074,-75.23909126590414,4,7
886810046,2033-01-01,Active,5937 SUMMER ST,1.0,1,1,Lead-Safe,Certified,2022/02/08 00:00:00+00,2026/02/08 00:00:00+00,39.96608602218066,-75.2390376522747,4,7
886810047,2037-01-01,Active,229 N ALDEN ST,1.0,1,1,Lead-Safe,Certified,2021/09/14 00:00:00+00,2025/09/14 00:00:00+00,39.96507973410915,-75.23462166466184,4,7
886810048,2037-01-01,Active,1446 N 57TH ST,1.0,1,1,Lead-Safe,Certified,2021/09/14 00:00:00+00,2025/09/14 00:00:00+00,39.97432319152708,-75.23521827473759,4,7
886810049,2034-01-01,Active,1219 N 58TH ST,,1,0,,Not Certified,,,39.9708703713492,-75.2355295485875,4,7
886810050,2028-01-01,Inactive,1313 N WANAMAKER ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.972183040280925,-75.23651688671777,4,7
886810051,2028-01-01,Inactive,1341 N WANAMAKER ST,1.0,1,1,Lead-Safe,Certified,2021/07/23 00:00:00+00,2025/07/23 00:00:00+00,39.97275783769575,-75.23662457481682,4,7
886810052,2034-01-01,Active,1322 N WANAMAKER ST,1.0,1,1,Lead-Safe,Certified,2024/06/13 00:00:00+00,2028/06/13 00:00:00+00,39.97235461813261,-75.23686398412488,4,7
886810053,2037-01-01,Active,523 S 9TH ST,,1,0,,Not Certified,,,39.942772538308176,-75.15673074064524,1,1
886810054,2037-01-01,Active,525 S 9TH ST,,1,0,,Not Certified,,,39.94271273675532,-75.15674365037674,1,1
886810055,2037-01-01,Active,318 S 10TH ST,,1,0,,Not Certified,,,39.94500554804793,-75.15840884571702,1,1
886810056,2037-01-01,Active,308 S 10TH ST,,1,0,,Not Certified,,,39.94543044977088,-75.15837130395711,1,1
886810057,2037-01-01,Active,243 S 13TH ST,,1,0,,Not Certified,,,39.94741471858201,-75.16217455249252,1,1
886810063,2026-01-01,Active,301 N 41ST ST,,1,0,Lead-Safe,Certified,2022/10/26 00:00:00+00,2026/10/26 00:00:00+00,39.95905489008514,-75.20493651057181,3,7
886810067,2034-01-01,Active,742 N 41ST ST,3.0,1,1,Lead-Safe,Certified,2024/12/14 00:00:00+00,2028/12/14 00:00:00+00,39.966258046595115,-75.20585935891427,3,7
886810101,2033-01-01,Active,4219 WESTMINSTER AVE,1.0,1,1,Lead-Safe,Certified,2025/01/25 00:00:00+00,2029/01/25 00:00:00+00,39.97013951969776,-75.20892083104751,3,7
886810115,2037-01-01,Active,4220 PENNSGROVE ST,1.0,1,1,Lead-Safe,Certified,2022/02/01 00:00:00+00,2026/02/01 00:00:00+00,39.970358810946706,-75.20892643894165,3,7
886810116,2037-01-01,Active,4219 PENNSGROVE ST,1.0,1,1,Lead-Safe,Certified,2021/09/15 00:00:00+00,2025/09/15 00:00:00+00,39.97065584305705,-75.2090291521484,3,7
886810117,2037-01-01,Active,4231 PENNSGROVE ST,1.0,1,1,Lead-Safe,Certified,2022/02/02 00:00:00+00,2026/02/02 00:00:00+00,39.9706210671006,-75.20932692605356,3,7
886810122,2026-01-01,Active,4214 W Girard Ave,3.0,1,1,Lead-Safe,Certified,2022/02/02 00:00:00+00,2026/02/02 00:00:00+00,39.97322890610797,-75.20944629913781,3,7
886810123,2037-01-01,Active,4216 W GIRARD AVE,3.0,1,1,Lead-Safe,Certified,2025/01/25 00:00:00+00,2029/01/25 00:00:00+00,39.97322130889566,-75.20951064247151,3,7
886810124,2033-01-01,Active,4218 W GIRARD AVE,3.0,1,1,Lead-Safe,Certified,2022/02/01 00:00:00+00,2026/02/01 00:00:00+00,39.97321627220266,-75.20956859196494,3,7
886810131,2025-01-01,Inconclusive,4209 W GIRARD AVE,3.0,1,1,Lead-Safe,Certified,2022/02/02 00:00:00+00,2026/02/02 00:00:00+00,39.973737475285624,-75.21023944678024,3,7
886810133,2025-01-01,Inconclusive,4217 W GIRARD AVE,3.0,1,1,Lead-Safe,Certified,2022/02/02 00:00:00+00,2026/02/02 00:00:00+00,39.97372107872231,-75.21047125002057,3,7
886810134,2028-01-01,Active,4221 W Girard Ave,3.0,1,1,Lead-Safe,Certified,2021/10/01 00:00:00+00,2025/10/01 00:00:00+00,39.973709635932586,-75.21058606022842,3,7
886810137,2025-01-01,Inconclusive,4231 W Girard Ave,3.0,1,1,Lead-Safe,Certified,2022/02/01 00:00:00+00,2026/02/01 00:00:00+00,39.97367753312513,-75.21087131907827,3,7
886810138,2049-01-01,Active,4230 W Thompson St,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,4230 W Thompson St,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,4230 W Thompson St,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,4230 W Thompson St,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,4230 W Thompson St,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,4230 W Thompson St,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,4230 W Thompson St,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,4230 W Thompson St,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,FKA THOMPSON WALNUT HOUSING,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,FKA THOMPSON WALNUT HOUSING,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,FKA THOMPSON WALNUT HOUSING,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,FKA THOMPSON WALNUT HOUSING,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,FKA THOMPSON WALNUT HOUSING,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,FKA THOMPSON WALNUT HOUSING,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,FKA THOMPSON WALNUT HOUSING,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810138,2049-01-01,Active,FKA THOMPSON WALNUT HOUSING,20.0,1,1,Built after 1978,Exempt,,,39.97457450963974,-75.21134829064322,3,7
886810143,2033-01-01,Active,875 N 41ST ST,1.0,1,1,Lead-Safe,Certified,2021/10/01 00:00:00+00,2025/10/01 00:00:00+00,39.96950157733779,-75.20552921705529,3,7
886810144,2033-01-01,Active,877 N 41ST ST,2.0,1,1,Lead-Safe,Certified,2024/10/02 00:00:00+00,2028/10/02 00:00:00+00,39.96955311838967,-75.20550752203216,3,7
886810145,2033-01-01,Active,879 N 41ST ST,2.0,1,1,Lead-Safe,Expired,2021/03/11 00:00:00+00,2025/03/11 00:00:00+00,39.96959422496587,-75.20557976927672,3,7
886810146,2033-01-01,Active,881 N 41ST ST,2.0,1,1,Lead-Safe,Certified,2024/12/14 00:00:00+00,2028/12/14 00:00:00+00,39.96964115459328,-75.20558212406328,3,7
886810151,2035-01-01,Active,871 N 42ND ST,2.0,1,1,Built after 1978,Exempt,,,39.96928362908135,-75.20777752455152,3,7
886810152,2035-01-01,Active,873 N 42ND ST,2.0,1,1,Built after 1978,Exempt,,,39.969338449528145,-75.20778849694194,3,7
886810153,2035-01-01,Active,875 N 42ND ST,2.0,1,1,Built after 1978,Exempt,,,39.96939265702584,-75.20779738329371,3,7
886810154,2037-01-01,Active,877 N 42ND ST,2.0,1,1,Lead-Safe,Expired,2021/03/26 00:00:00+00,2025/03/26 00:00:00+00,39.96944323324544,-75.20782708098581,3,7
886810156,2035-01-01,Active,881 N 42ND ST,2.0,1,1,Built after 1978,Exempt,,,39.96955739553325,-75.20783764657085,3,7
886810172,2033-01-01,Active,884 N 42ND ST,4.0,1,1,Lead-Safe,Expired,2021/03/26 00:00:00+00,2025/03/26 00:00:00+00,39.969542370009805,-75.20850077087321,3,7
886810173,2033-01-01,Active,886 N 42ND ST,3.0,1,1,Built after 1978,Exempt,,,39.96959892162055,-75.20841332073127,3,7
886810179,2033-01-01,Active,906 N 42ND ST,2.0,1,1,Lead-Safe,Certified,2025/01/25 00:00:00+00,2029/01/25 00:00:00+00,39.970222780128196,-75.20851830123426,3,7
886810184,2037-01-01,Active,926 N 42ND ST,2.0,1,1,Lead-Safe,Certified,2022/02/02 00:00:00+00,2026/02/02 00:00:00+00,39.97077180583819,-75.20864680133164,3,7
886810185,2033-01-01,Active,928 N 42ND ST,3.0,1,1,Lead-Safe,Certified,2022/02/01 00:00:00+00,2026/02/01 00:00:00+00,39.97081541792025,-75.20865611539654,3,7
886810190,2035-01-01,Active,945 BELMONT AVE,2.0,1,1,Built after 1978,Exempt,,,39.97100679795647,-75.21145284557154,3,7
886810191,2035-01-01,Active,949 BELMONT AVE,2.0,1,1,Built after 1978,Exempt,,,39.971093805784996,-75.21146856135702,3,7
886810192,2033-01-01,Active,1023 BELMONT AVE,2.0,1,1,Lead-Safe,Certified,2022/02/02 00:00:00+00,2026/02/02 00:00:00+00,39.97185770673574,-75.21160191408043,3,7
886810193,2033-01-01,Active,1025 BELMONT AVE,2.0,1,1,Lead-Safe,Certified,2021/10/01 00:00:00+00,2025/10/01 00:00:00+00,39.97189924367521,-75.21161009451502,3,7
886810194,2033-01-01,Active,1035 BELMONT AVE,2.0,1,1,Lead-Safe,Certified,2022/02/02 00:00:00+00,2026/02/02 00:00:00+00,39.97211055869063,-75.21164937627488,3,7
886810195,2037-01-01,Active,1045 BELMONT AVE,2.0,1,1,Built after 1978,Exempt,,,39.972562151756776,-75.21172962781385,3,7
886810196,2033-01-01,Active,920 BELMONT AVE,3.0,1,1,Lead-Safe,Certified,2022/02/02 00:00:00+00,2026/02/02 00:00:00+00,39.9704663602766,-75.21208082098133,3,7
886810198,2037-01-01,Active,934 BELMONT AVE,1.0,1,1,Lead-Safe,Certified,2024/10/16 00:00:00+00,2028/10/16 00:00:00+00,39.97083791789566,-75.21207181283283,3,7
886810201,2037-01-01,Active,942 BELMONT AVE,1.0,1,1,Lead-Safe,Certified,2022/02/01 00:00:00+00,2026/02/01 00:00:00+00,39.97104611878851,-75.21211117194173,3,7
886810202,2037-01-01,Active,1000 BELMONT AVE,2.0,1,1,Lead-Safe,Certified,2022/02/01 00:00:00+00,2026/02/01 00:00:00+00,39.97157969794249,-75.2122225803133,3,7
886810333,2036-01-01,Active,1830 E Tioga St,22.0,1,1,Lead-Safe,Certified,2023/04/29 00:00:00+00,2027/04/29 00:00:00+00,40.006890192922256,-75.1594997056775,8,3
886810334,2027-01-01,Active,1605-07 W TIOGA ST,7.0,1,1,Lead-Safe,Certified,2025/04/07 00:00:00+00,2029/04/07 00:00:00+00,40.00679909980117,-75.15538959944702,8,3
886810417,2036-01-01,Active,2234 N 15TH ST,1.0,1,1,Built after 1978,Exempt,,,39.987382823733526,-75.15799271293248,5,3
886810424,2036-01-01,Active,1421 W SUSQUEHANNA AVE,20.0,1,1,Built after 1978,Exempt,,,39.98667547149512,-75.15746016242127,5,3
886810461,2028-01-01,Inactive,6158 HAVERFORD AVE,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.97130011500383,-75.24240289936496,4,7
886810462,2028-01-01,Inactive,110 N MILLICK ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.9640214426374,-75.24178825872973,4,7
886810463,2028-01-01,Inactive,25 N 61ST ST,1.0,1,1,Lead-Safe,Certified,2023/06/26 00:00:00+00,2027/06/26 00:00:00+00,39.96279500353491,-75.24234215650021,4,7
886810465,2037-01-01,Active,27 N DEWEY ST,1.0,1,1,Lead-Safe,Certified,2021/07/15 00:00:00+00,2025/07/15 00:00:00+00,39.96295147764106,-75.24304559428236,4,7
886810466,2037-01-01,Active,106 N DEWEY ST,1.0,1,1,Lead-Safe,Certified,2021/07/22 00:00:00+00,2025/07/22 00:00:00+00,39.96411022325169,-75.24323320605578,4,7
886810467,2033-01-01,Active,429 N ROBINSON ST,1.0,1,1,Lead-Safe,Certified,2021/09/14 00:00:00+00,2025/09/14 00:00:00+00,39.96907493498673,-75.24179629566014,4,7
886810468,2032-01-01,Active,208 N ROBINSON ST,1.0,1,1,Lead-Safe,Certified,2021/07/16 00:00:00+00,2025/07/16 00:00:00+00,39.96572246282521,-75.24319512966827,4,7
886810469,2032-01-01,Active,234 N ROBINSON ST,,1,0,,Not Certified,,,39.96628576438051,-75.24307685970386,4,7
886810470,2033-01-01,Active,47 N FELTON ST,1.0,1,1,Lead-Safe,Certified,2021/07/22 00:00:00+00,2025/07/22 00:00:00+00,39.96364964615512,-75.24559307236804,4,7
886810471,2034-01-01,Active,49 N FELTON ST,1.0,1,1,Lead-Safe,Certified,2022/02/14 00:00:00+00,2026/02/14 00:00:00+00,39.96369020226527,-75.24558402147795,4,7
886810472,2028-01-01,Inactive,18 N FELTON ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.96311938283955,-75.24606694903204,4,7
886810473,2028-01-01,Inactive,58 N FELTON ST,1.0,1,1,Lead-Safe,Certified,2023/06/26 00:00:00+00,2027/06/26 00:00:00+00,39.96393904834349,-75.24589255897658,4,7
886810474,2028-01-01,Inactive,6147 HAVERFORD AVE,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.97175744929085,-75.2422960467097,4,7
886810475,2032-01-01,Active,5907 W THOMPSON ST,1.0,1,1,Lead-Safe,Certified,2021/09/07 00:00:00+00,2025/09/07 00:00:00+00,39.97183058615492,-75.238158880231,4,7
886810476,2032-01-01,Active,1220 N 59TH ST,1.0,1,1,Lead-Safe,Certified,2021/08/05 00:00:00+00,2025/08/05 00:00:00+00,39.970745317989,-75.23783586872571,4,7
886810477,2032-01-01,Active,1740 N REDFIELD ST,1.0,1,1,Lead-Safe,Certified,2022/11/14 00:00:00+00,2026/11/14 00:00:00+00,39.97836571933256,-75.24008543113685,4,7
886810478,2028-01-01,Inactive,1519 N EDGEWOOD ST,1.0,1,1,Lead-Safe,Certified,2023/06/26 00:00:00+00,2027/06/26 00:00:00+00,39.9747409993525,-75.24059448443295,4,7
886810479,2028-01-01,Inactive,1445 N HIRST ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.97335603597576,-75.24360019486755,4,7
886810480,2028-01-01,Inactive,6318 HAVERFORD AVE,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.971682903643234,-75.24554684832268,4,7
886810492,2023-01-01,Inconclusive,1731 DORRANCE ST,,1,0,Lead-Safe,Certified,2023/10/24 00:00:00+00,2027/10/24 00:00:00+00,39.92953502265979,-75.17607423514576,2,8
886810500,2031-01-01,Active,1201 S 16TH ST,,1,0,Lead-Safe,Expired,2020/11/17 00:00:00+00,2024/11/17 00:00:00+00,39.93610607507185,-75.17028246261299,2,8
886810510,2024-01-01,Inconclusive,1543 S Chadwick St,1.0,1,1,Lead-Free,Certified,2021/07/14 00:00:00+00,,39.93134159631811,-75.17241078108023,2,8
886810533,2037-01-01,Active,1626 Annin St,1.0,1,1,Lead-Safe,Expired,2020/11/17 00:00:00+00,2024/11/17 00:00:00+00,39.936725103560555,-75.1712140730537,2,8
886810562,2021-01-01,Inactive,2322 N 7TH ST,,2,0,,Not Certified,,,39.98746871302269,-75.14518282935234,5,3
886810597,2028-01-01,Inactive,314-26 N 55TH ST,1.0,1,1,Lead-Safe,Certified,2021/10/12 00:00:00+00,2025/10/12 00:00:00+00,39.96593520550656,-75.23000874327253,4,7
886810601,2033-01-01,Active,131 N PEACH ST,1.0,1,1,Lead-Safe,Certified,2021/07/15 00:00:00+00,2025/07/15 00:00:00+00,39.962571155388574,-75.22685526080804,3,7
886810602,2028-01-01,Inactive,36 N PEACH ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.961193390142036,-75.22740199900427,3,7
886810603,2032-01-01,Active,110 N PEACH ST,1.0,1,1,Lead-Safe,Certified,2022/11/14 00:00:00+00,2026/11/14 00:00:00+00,39.962221213658,-75.22725419201782,3,7
886810604,2033-01-01,Active,129 N RUBY ST,1.0,1,1,Lead-Safe,Certified,2024/06/13 00:00:00+00,2028/06/13 00:00:00+00,39.96265067019279,-75.22738608947841,3,7
886810605,2028-01-01,Inactive,114 N RUBY ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.9623891658777,-75.22780309668144,3,7
886810606,2028-01-01,Inactive,654 N 53RD ST,1.0,1,1,Lead-Safe,Certified,2023/06/26 00:00:00+00,2027/06/26 00:00:00+00,39.97070818824895,-75.227380969464,4,7
886810627,2034-01-01,Active,524 S CONESTOGA ST,1.0,1,1,Lead-Safe,Certified,2022/02/14 00:00:00+00,2026/02/14 00:00:00+00,39.95208319170917,-75.23196352213566,3,8
886810628,2032-01-01,Active,548 S CONESTOGA ST,1.0,1,1,Lead-Safe,Certified,2021/09/08 00:00:00+00,2025/09/08 00:00:00+00,39.95159103396334,-75.23206580034784,3,8
886810629,2028-01-01,Active,1601 W Oxford St,4.0,1,1,Lead-Safe,Certified,2025/03/07 00:00:00+00,2029/03/07 00:00:00+00,39.97780814646959,-75.16166480079214,5,3
886810640,2023-01-01,Inactive,1832 MOORE ST,1.0,1,1,Lead-Safe,Certified,2022/06/14 00:00:00+00,2026/06/14 00:00:00+00,39.92884290498771,-75.1763237325546,2,8
886810646,2033-01-01,Active,5332 CHESTNUT ST,1.0,1,1,Lead-Safe,Certified,2021/09/02 00:00:00+00,2025/09/02 00:00:00+00,39.958672777358494,-75.2285399975222,3,7
886810647,2033-01-01,Active,5341 CHANCELLOR ST,1.0,1,1,Lead-Safe,Certified,2021/07/15 00:00:00+00,2025/07/15 00:00:00+00,39.956930599955115,-75.2289680367116,3,7
886810648,2034-01-01,Active,5430 LOCUST ST,1.0,1,1,Lead-Safe,Certified,2024/06/13 00:00:00+00,2028/06/13 00:00:00+00,39.95619038586637,-75.2304828629384,3,7
886810649,2032-01-01,Active,140 S PEACH ST,1.0,1,1,Lead-Safe,Certified,2021/07/15 00:00:00+00,2025/07/15 00:00:00+00,39.957678853071215,-75.22820918139598,3,7
886810650,2032-01-01,Active,139 S RUBY ST,1.0,1,1,Lead-Safe,Certified,2023/06/01 00:00:00+00,2027/06/01 00:00:00+00,39.95770418261576,-75.22841535886603,3,7
886810651,2034-01-01,Active,5844 SANSOM ST,1.0,1,1,Lead-Safe,Certified,2022/02/14 00:00:00+00,2026/02/14 00:00:00+00,39.95916737985078,-75.23868906426081,3,8
886810652,2028-01-01,Inactive,5844 SPRUCE ST,1.0,1,1,Lead-Safe,Certified,2023/01/09 00:00:00+00,2027/01/09 00:00:00+00,39.9560264171434,-75.23936405405547,3,8
886810653,2034-01-01,Active,5861 DELANCEY ST,1.0,1,1,Lead-Safe,Certified,2022/11/14 00:00:00+00,2026/11/14 00:00:00+00,39.95588299281198,-75.23981196525781,3,8
886810654,2032-01-01,Active,5841 LARCHWOOD AVE,1.0,1,1,Lead-Safe,Certified,2021/09/06 00:00:00+00,2025/09/06 00:00:00+00,39.95383121262743,-75.23967270821558,3,8
886810655,2037-01-01,Active,277 S FRAZIER ST,1.0,1,1,Lead-Safe,Certified,2021/07/15 00:00:00+00,2025/07/15 00:00:00+00,39.956260179202474,-75.23500295885768,3,8
886810656,2037-01-01,Active,271 S CECIL ST,1.0,1,1,Lead-Safe,Certified,2021/07/15 00:00:00+00,2025/07/15 00:00:00+00,39.95651217351844,-75.23698426170169,3,8
886810657,2034-01-01,Active,104 S CECIL ST,1.0,1,1,Lead-Safe,Certified,2022/11/14 00:00:00+00,2026/11/14 00:00:00+00,39.95954194751092,-75.23669643833752,3,8
886810659,2026-01-01,Active,2825-29 DIAMOND ST,10.0,1,1,Lead-Safe,Expired,2021/04/21 00:00:00+00,2025/04/21 00:00:00+00,39.98792835966726,-75.17973703784202,5,3
886810661,2029-01-01,Active,4900 Wyalusing Ave,50.0,1,1,Built after 1978,Exempt,,,39.96947760867104,-75.21893034192516,3,7
886810669,2035-01-01,Active,938 N 42ND ST,2.0,1,1,Built after 1978,Exempt,,,39.97120307614845,-75.20872475051,3,7
886810670,2035-01-01,Active,942 N 42ND ST,2.0,1,1,Built after 1978,Exempt,,,39.97129153157491,-75.20874055391486,3,7
886810672,2052-01-01,Active,10102 Jamison Ave,39.0,1,1,Built after 1978,Exempt,,,40.10093807971168,-75.02236685332004,10,5
886810681,2044-01-01,Active,6761-63 RIDGE AVE,,1,0,Built after 1978,Exempt,,,40.04166987834852,-75.2250410389207,4,7
886810716,2032-01-01,Active,512 S REDFIELD ST,1.0,1,1,Lead-Safe,Certified,2022/11/14 00:00:00+00,2026/11/14 00:00:00+00,39.9534785889012,-75.24140122102767,3,8
886810718,2037-01-01,Active,252 S 11TH ST,,1,0,,Not Certified,,,39.94707263765319,-75.15951954081706,1,1
886810719,2025-01-01,Inconclusive,7178 Ogontz Ave,,1,0,Lead-Safe,Expired,2021/03/28 00:00:00+00,2025/03/28 00:00:00+00,40.06386775724983,-75.15339149828608,9,4
886810724,2035-01-01,Active,753 N Markoe St,,1,0,,,,,39.965964369325434,-75.2139273508336,3,7
886810726,2037-01-01,Active,218-26 S 11TH ST,,1,0,Lead-Safe,Pending,2024/09/23 00:00:00+00,2028/09/23 00:00:00+00,39.9479142567733,-75.15933287454236,1,1
886810738,2043-01-01,Active,1400 N 16th St,12.0,1,1,Lead-Safe,Certified,2025/04/24 00:00:00+00,2029/04/24 00:00:00+00,39.975529199568825,-75.16231469655975,5,3
886810781,2029-01-01,Inactive,3007 Fox St,15.0,1,1,Lead-Safe,Expired,2021/06/01 00:00:00+00,2025/06/01 00:00:00+00,40.00131324505934,-75.16697880467338,8,3
886810790,2023-01-01,Inconclusive,2826 DIAMOND ST,12.0,1,1,Lead-Safe,Expired,2021/04/21 00:00:00+00,2025/04/21 00:00:00+00,39.98751467448126,-75.17982903074655,5,3
886810792,2023-01-01,Inconclusive,2828 DIAMOND ST,,1,0,,,,,39.98752196407928,-75.17988381120615,5,3
886810798,2051-01-01,Active,1300 LINDLEY AVE,48.0,1,1,Lead-Free,Certified,2021/02/11 00:00:00+00,,40.029727279095766,-75.14473273369299,9,3
886810850,2005-01-01,Inactive,15 S 61st St,25.0,1,1,Lead-Safe,Certified,2022/01/31 00:00:00+00,2026/01/31 00:00:00+00,39.96161904090683,-75.24256501166494,3,8
886811000,2045-01-01,Inactive,246-66 W OXFORD ST,42.0,1,1,Built after 1978,Exempt,,,39.97470483632513,-75.14080611196638,7,1
886811200,2034-01-01,Active,1228 N 59TH ST,1.0,1,1,Lead-Free,Certified,2021/03/10 00:00:00+00,,39.97096374395226,-75.23787569645138,4,7
886820000,2057-01-01,Active,1822-26 W TIOGA ST,24.0,1,1,Built after 1978,Exempt,,,40.006705051166605,-75.1593371465383,8,3
886850000,2033-01-01,Inactive,4104 PARKSIDE AVE,7.0,1,1,Lead-Safe,Expired,2021/04/21 00:00:00+00,2025/04/21 00:00:00+00,39.975039185978076,-75.20725510609844,3,7
886850100,2033-01-01,Inactive,4106 PARKSIDE AVE,,1,0,Lead-Safe,Expired,2021/06/02 00:00:00+00,2025/06/02 00:00:00+00,39.97506017097894,-75.20731523471153,3,7
886850200,2033-01-01,Inactive,4202 PARKSIDE AVE,6.0,1,1,Lead-Safe,Certified,2022/07/06 00:00:00+00,2026/07/06 00:00:00+00,39.976058257219314,-75.20967704473519,3,7
886850300,2033-01-01,Inactive,4208 PARKSIDE AVE,6.0,1,1,Lead-Safe,Certified,2022/07/23 00:00:00+00,2026/07/23 00:00:00+00,39.97614419141938,-75.20990955332456,3,7
886850400,2033-01-01,Inactive,4210 PARKSIDE AVE,6.0,1,1,Lead-Safe,Certified,2022/03/07 00:00:00+00,2026/03/07 00:00:00+00,39.97617290507817,-75.20998712205292,3,7
886850500,2033-01-01,Inactive,4216 PARKSIDE AVE,6.0,1,1,Lead-Safe,Certified,2021/08/10 00:00:00+00,2025/08/10 00:00:00+00,39.97626548593174,-75.21023691938748,3,7
886850600,2033-01-01,Inactive,4218 PARKSIDE AVE,6.0,1,1,Lead-Safe,Certified,2021/10/25 00:00:00+00,2025/10/25 00:00:00+00,39.97629737322773,-75.21032306185833,3,7
886850700,2033-01-01,Inactive,4222 PARKSIDE AVE,6.0,1,1,Lead-Safe,Certified,2022/07/20 00:00:00+00,2026/07/20 00:00:00+00,39.97636114598056,-75.21049535413091,3,7
886850800,2033-01-01,Inactive,4238 PARKSIDE AVE,6.0,1,1,Lead-Safe,Certified,2022/10/10 00:00:00+00,2026/10/10 00:00:00+00,39.97659561885369,-75.21112898878711,3,7
886850900,2033-01-01,Inactive,4240 PARKSIDE AVE,5.0,1,1,Lead-Safe,Certified,2021/12/23 00:00:00+00,2025/12/23 00:00:00+00,39.976625082140544,-75.21120850971724,3,7
886851000,2033-01-01,Inactive,4244 PARKSIDE AVE,5.0,1,1,Lead-Safe,Certified,2022/10/10 00:00:00+00,2026/10/10 00:00:00+00,39.97667150079493,-75.21133390754116,3,7
