,parcel_number,parcel_address,num_associated_hud_properties,cartodb_id,objectid,violationnumber,violationcode,addressobjectid,violationdate,posse_jobid,violationstatus,casetype,the_geom,the_geom_webmercator,parcel_id_num,casenumber,casecreateddate,casecompleteddate,council_district,casestatus,caseresponsibility,caseprioritydesc,violationcodetitle,violationresolutiondate,violationresolutioncode,mostrecentinvestigation,publicnov,opa_account_num,address,unit_type,unit_num,zip,censustract,opa_owner,systemofrecord,geocode_x,geocode_y,lng,lat
14,886665000,2101 STRAHLE ST,1,95034,96440,VI-2020-041871,FC-13-1008.2.5,15920745,2020-10-14 04:00:00.000000,279687540,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000ED95D6D619C352C022FBBC5A76084440,0101000020110F0000149B3FDE8CDE5FC16112AA8848995241,498516,CF-2020-072244,2020-10-15 10:19:15.000000,2021-05-18 15:52:08.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,EXIT DOORS SELF CLOSING/LATCHING,2021-01-28 05:00:00.000000,COMPLIED - OWNER REPAIR,2021-05-18 15:52:08.000000,,886665000,2101 STRAHLE ST,,,19152-2418,033701,FEDERATION APARTMENTS INC,ECLIPSE,2724511.74488619,278505.491426002,-75.04845210033064,40.06611189105594
15,886665000,2101 STRAHLE ST,1,95035,96441,VI-2020-041872,FC-13-1004.2,15920745,2020-10-14 04:00:00.000000,279687540,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000ED95D6D619C352C022FBBC5A76084440,0101000020110F0000149B3FDE8CDE5FC16112AA8848995241,498516,CF-2020-072244,2020-10-15 10:19:15.000000,2021-05-18 15:52:08.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,LO SIGN,2021-05-18 04:00:00.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2021-05-18 15:52:08.000000,,886665000,2101 STRAHLE ST,,,19152-2418,033701,FEDERATION APARTMENTS INC,ECLIPSE,2724511.74488619,278505.491426002,-75.04845210033064,40.06611189105594
16,886665000,2101 STRAHLE ST,1,95036,96442,VI-2020-041875,FC-13-1016.2,15920745,2020-10-14 04:00:00.000000,279687540,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000ED95D6D619C352C022FBBC5A76084440,0101000020110F0000149B3FDE8CDE5FC16112AA8848995241,498516,CF-2020-072244,2020-10-15 10:19:15.000000,2021-05-18 15:52:08.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,MAINTENANCE OF EXITS/LIGHTING,2021-01-28 05:00:00.000000,COMPLIED - OWNER REPAIR,2021-05-18 15:52:08.000000,,886665000,2101 STRAHLE ST,,,19152-2418,033701,FEDERATION APARTMENTS INC,ECLIPSE,2724511.74488619,278505.491426002,-75.04845210033064,40.06611189105594
17,886665000,2101 STRAHLE ST,1,95037,96443,VI-2020-041876,FC-13-2404.12,15920745,2020-10-14 04:00:00.000000,279687540,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000ED95D6D619C352C022FBBC5A76084440,0101000020110F0000149B3FDE8CDE5FC16112AA8848995241,498516,CF-2020-072244,2020-10-15 10:19:15.000000,2021-05-18 15:52:08.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIRE EXTINGUISHERS,2021-01-28 05:00:00.000000,COMPLIED - OWNER REPAIR,2021-05-18 15:52:08.000000,,886665000,2101 STRAHLE ST,,,19152-2418,033701,FEDERATION APARTMENTS INC,ECLIPSE,2724511.74488619,278505.491426002,-75.04845210033064,40.06611189105594
18,886602600,1508 W ALLEGHENY AVE,1,95936,98361,VI-2020-044176,FC-13-915.1,134904414,2020-10-23 04:00:00.000000,282381327,COMPLIED,NOTICE OF VIOLATION,0101000020E61000007876A32FEFC952C0C0DDDA5B2D004440,0101000020110F00002415534F28EA5FC102FFE1DB17905241,437352,CF-2020-074892,2020-10-23 12:03:30.000000,2020-12-11 19:11:56.000000,8,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIRE ALARM TESTED/CERTIFIED,2020-12-11 05:00:00.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2020-12-11 19:11:55.000000,,886602600,1508 W ALLEGHENY AVE,,,19132-1722,020101,EDGEWOOD APTS LP,ECLIPSE,2695333.82881032,254040.490514658,-75.15522376025353,40.001384240978496
19,886602600,1508 W ALLEGHENY AVE,1,95937,98362,VI-2020-044177,FC-13-915.1(A),134904414,2020-10-23 04:00:00.000000,282381327,COMPLIED,NOTICE OF VIOLATION,0101000020E61000007876A32FEFC952C0C0DDDA5B2D004440,0101000020110F00002415534F28EA5FC102FFE1DB17905241,437352,CF-2020-074892,2020-10-23 12:03:30.000000,2020-12-11 19:11:56.000000,8,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIRE SUPPRESSION CERTIFICATION,2020-12-11 05:00:00.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2020-12-11 19:11:55.000000,,886602600,1508 W ALLEGHENY AVE,,,19132-1722,020101,EDGEWOOD APTS LP,ECLIPSE,2695333.82881032,254040.490514658,-75.15522376025353,40.001384240978496
20,886602600,1508 W ALLEGHENY AVE,1,95938,98363,VI-2020-044178,PM15-604.1,134904414,2020-10-23 04:00:00.000000,282381327,COMPLIED,NOTICE OF VIOLATION,0101000020E61000007876A32FEFC952C0C0DDDA5B2D004440,0101000020110F00002415534F28EA5FC102FFE1DB17905241,437352,CF-2020-074892,2020-10-23 12:03:30.000000,2020-12-11 19:11:56.000000,8,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,ELECTRICAL- REQUIRED,2020-12-11 05:00:00.000000,COMPLIED - OWNER REPAIR,2020-12-11 19:11:55.000000,,886602600,1508 W ALLEGHENY AVE,,,19132-1722,020101,EDGEWOOD APTS LP,ECLIPSE,2695333.82881032,254040.490514658,-75.15522376025353,40.001384240978496
21,886602600,1508 W ALLEGHENY AVE,1,95939,98364,VI-2020-044179,PM15-305.3,134904414,2020-10-23 04:00:00.000000,282381327,COMPLIED,NOTICE OF VIOLATION,0101000020E61000007876A32FEFC952C0C0DDDA5B2D004440,0101000020110F00002415534F28EA5FC102FFE1DB17905241,437352,CF-2020-074892,2020-10-23 12:03:30.000000,2020-12-11 19:11:56.000000,8,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,INTERIOR SURFACES,2020-12-11 05:00:00.000000,COMPLIED - OWNER REPAIR,2020-12-11 19:11:55.000000,,886602600,1508 W ALLEGHENY AVE,,,19132-1722,020101,EDGEWOOD APTS LP,ECLIPSE,2695333.82881032,254040.490514658,-75.15522376025353,40.001384240978496
22,886770100,3516 FAIRMOUNT AVE,1,97262,99062,VI-2020-044834,PM15-305.3,156568383,2020-10-27 04:00:00.000000,283608145,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000097D56546FCC52C034A6B1779CFB4340,0101000020110F0000359663A867EE5FC15924C73D088B5241,711092,CF-2020-076051,2020-10-27 18:45:07.000000,,3,"COMPLIED, BALANCE DUE",PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,INTERIOR SURFACES,2022-02-12 05:00:00.000000,COMPLIED - OWNER REPAIR,2022-02-12 21:24:21.000000,,886770100,3516 FAIRMOUNT AVE,,,19104-1907,010900,PHILADELPHIA HOUSING AUTH,ECLIPSE,2684768.50047372,240732.199274855,-75.19429501005301,39.965712510817326
23,886770100,3516 FAIRMOUNT AVE,1,97263,99063,VI-2020-044838,PM15-603.1,156568383,2020-10-27 04:00:00.000000,283608145,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000097D56546FCC52C034A6B1779CFB4340,0101000020110F0000359663A867EE5FC15924C73D088B5241,711092,CF-2020-076051,2020-10-27 18:45:07.000000,,3,"COMPLIED, BALANCE DUE",PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,MECHANICAL- MECHANICAL EQUIPMENT,2021-06-04 04:00:00.000000,COMPLIED - OWNER REPAIR,2022-02-12 21:24:21.000000,,886770100,3516 FAIRMOUNT AVE,,,19104-1907,010900,PHILADELPHIA HOUSING AUTH,ECLIPSE,2684768.50047372,240732.199274855,-75.19429501005301,39.965712510817326
24,886770100,3516 FAIRMOUNT AVE,1,97264,99064,VI-2020-044843,FC-13-915.1(A),156568383,2020-10-27 04:00:00.000000,283608145,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000097D56546FCC52C034A6B1779CFB4340,0101000020110F0000359663A867EE5FC15924C73D088B5241,711092,CF-2020-076051,2020-10-27 18:45:07.000000,,3,"COMPLIED, BALANCE DUE",PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIRE SUPPRESSION CERTIFICATION,2022-02-12 05:00:00.000000,COMPLIED - OWNER REPAIR,2022-02-12 21:24:21.000000,,886770100,3516 FAIRMOUNT AVE,,,19104-1907,010900,PHILADELPHIA HOUSING AUTH,ECLIPSE,2684768.50047372,240732.199274855,-75.19429501005301,39.965712510817326
25,886770100,3516 FAIRMOUNT AVE,1,97265,99065,VI-2020-044850,PM15-309.1,156568383,2020-10-27 04:00:00.000000,283608145,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000097D56546FCC52C034A6B1779CFB4340,0101000020110F0000359663A867EE5FC15924C73D088B5241,711092,CF-2020-076051,2020-10-27 18:45:07.000000,,3,"COMPLIED, BALANCE DUE",PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,PEST ELIMINATION INFESTATION,2022-02-12 05:00:00.000000,COMPLIED - OWNER REPAIR,2022-02-12 21:24:21.000000,,886770100,3516 FAIRMOUNT AVE,,,19104-1907,010900,PHILADELPHIA HOUSING AUTH,ECLIPSE,2684768.50047372,240732.199274855,-75.19429501005301,39.965712510817326
26,886603500,549 MANHEIM ST,1,97344,99145,VI-2020-044929,PM15-302.7,129522206,2020-10-27 04:00:00.000000,283691959,COMPLIED,NOTICE OF VIOLATION,0101000020E610000091ACD3C734CB52C0EF0F07F7A4024440,0101000020110F00000A6E675D51EC5FC1C7DA0D39D4925241,462234,CF-2020-076138,2020-10-27 22:16:54.000000,2021-01-27 18:22:16.000000,8,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,EXTERIOR AREA ACCESSORY STRUCTURES,2021-01-27 05:00:00.000000,COMPLIED - OWNER REPAIR,2021-01-27 18:22:15.000000,,886603500,549 MANHEIM ST,,,19144-4864,024300,WILLOW COURT APARTMENTS LLC,ECLIPSE,2689564.0828874693,260896.1550219969,-75.1750964705591,40.02065933079563
27,886603500,549 MANHEIM ST,1,97345,99146,VI-2020-044930,PM15-302.1,129522206,2020-10-27 04:00:00.000000,283691959,CVN ISSUED,NOTICE OF VIOLATION,0101000020E610000091ACD3C734CB52C0EF0F07F7A4024440,0101000020110F00000A6E675D51EC5FC1C7DA0D39D4925241,462234,CF-2020-076138,2020-10-27 22:16:54.000000,2021-01-27 18:22:16.000000,8,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,EXTERIOR AREA SANITATION,2020-10-27 04:00:00.000000,CVN ISSUED,2021-01-27 18:22:15.000000,,886603500,549 MANHEIM ST,,,19144-4864,024300,WILLOW COURT APARTMENTS LLC,ECLIPSE,2689564.0828874693,260896.1550219969,-75.1750964705591,40.02065933079563
28,442175400,5213 HARLAN ST,2,99444,100357,VI-2020-046277,PM15-109.1,15440402,2020-11-03 05:00:00.000000,285650319,COMPLIED,NOTICE OF VIOLATION,0101000020E61000008288C0FA87CE52C066C414F9C7FC4340,0101000020110F000015833E36F7F15FC1E4E44627548C5241,141209,CF-2020-077909,2020-11-03 18:40:04.000000,2020-12-29 18:31:37.000000,4,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,UNFIT STRUCTURE,2020-12-29 05:00:00.000000,COMPLIED - OWNER REPAIR,2020-12-29 18:31:36.000000,,442175400,5213 HARLAN ST,,,19131-4022,011100,JULIAN AND ADRIAN PROPERTIES LLC,ECLIPSE,2675496.0377185,243796.484808135,-75.22704953004907,39.974852690830446
29,442175400,5213 HARLAN ST,2,99445,100358,VI-2020-046278,PM15-602.3,15440402,2020-11-03 05:00:00.000000,285650319,COMPLIED,NOTICE OF VIOLATION,0101000020E61000008288C0FA87CE52C066C414F9C7FC4340,0101000020110F000015833E36F7F15FC1E4E44627548C5241,141209,CF-2020-077909,2020-11-03 18:40:04.000000,2020-12-29 18:31:37.000000,4,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,MECHANICAL- HEATING RESIDENTIAL TEMP,2020-12-29 05:00:00.000000,COMPLIED - OWNER REPAIR,2020-12-29 18:31:36.000000,,442175400,5213 HARLAN ST,,,19131-4022,011100,JULIAN AND ADRIAN PROPERTIES LLC,ECLIPSE,2675496.0377185,243796.484808135,-75.22704953004907,39.974852690830446
30,442175400,5213 HARLAN ST,2,99446,100359,VI-2020-046279,PM15-607.1,15440402,2020-11-03 05:00:00.000000,285650319,COMPLIED,NOTICE OF VIOLATION,0101000020E61000008288C0FA87CE52C066C414F9C7FC4340,0101000020110F000015833E36F7F15FC1E4E44627548C5241,141209,CF-2020-077909,2020-11-03 18:40:04.000000,2020-12-29 18:31:37.000000,4,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,DUCT SYSTEMS,2020-12-29 05:00:00.000000,COMPLIED - OWNER REPAIR,2020-12-29 18:31:36.000000,,442175400,5213 HARLAN ST,,,19131-4022,011100,JULIAN AND ADRIAN PROPERTIES LLC,ECLIPSE,2675496.0377185,243796.484808135,-75.22704953004907,39.974852690830446
31,442175400,5213 HARLAN ST,2,99447,100360,VI-2020-046280,FC-13-907.2,15440402,2020-11-03 05:00:00.000000,285650319,COMPLIED,NOTICE OF VIOLATION,0101000020E61000008288C0FA87CE52C066C414F9C7FC4340,0101000020110F000015833E36F7F15FC1E4E44627548C5241,141209,CF-2020-077909,2020-11-03 18:40:04.000000,2020-12-29 18:31:37.000000,4,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,SINGLE STATION SMKE ALRM REQ'D,2020-12-29 05:00:00.000000,COMPLIED - OWNER REPAIR,2020-12-29 18:31:36.000000,,442175400,5213 HARLAN ST,,,19131-4022,011100,JULIAN AND ADRIAN PROPERTIES LLC,ECLIPSE,2675496.0377185,243796.484808135,-75.22704953004907,39.974852690830446
32,442175400,5213 HARLAN ST,2,99448,100361,VI-2020-046281,FC-13-908.7,15440402,2020-11-03 05:00:00.000000,285650319,COMPLIED,NOTICE OF VIOLATION,0101000020E61000008288C0FA87CE52C066C414F9C7FC4340,0101000020110F000015833E36F7F15FC1E4E44627548C5241,141209,CF-2020-077909,2020-11-03 18:40:04.000000,2020-12-29 18:31:37.000000,4,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,CARBON MONOXIDE ALARM REQ'D,2020-12-29 05:00:00.000000,COMPLIED - OWNER REPAIR,2020-12-29 18:31:36.000000,,442175400,5213 HARLAN ST,,,19131-4022,011100,JULIAN AND ADRIAN PROPERTIES LLC,ECLIPSE,2675496.0377185,243796.484808135,-75.22704953004907,39.974852690830446
33,886850300,4208 PARKSIDE AVE,1,99483,100397,VI-2020-046325,FC-13-915.1,15841138,2020-11-03 05:00:00.000000,285696786,COMPLIED,NOTICE OF VIOLATION,0101000020E61000008CE476286FCD52C0FDFEF84AF2FC4340,0101000020110F0000003C5B351AF05FC1ADA9510E838C5241,258399,CF-2020-077979,2020-11-03 19:50:23.000000,,3,"COMPLIED, BALANCE DUE",PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIRE ALARM TESTED/CERTIFIED,2022-11-02 15:35:02.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2024-03-15 14:53:41.000000,,886850300,4208 PARKSIDE AVE,,,19104-1021,011000,MF PARKSIDE PRESERVATION LLC,ECLIPSE,2680284.25347537,244404.4446903289,-75.20990954981443,39.9761441913415
34,886850300,4208 PARKSIDE AVE,1,99484,100398,VI-2020-046326,FC-13-1006.3,15841138,2020-11-03 05:00:00.000000,285696786,COMPLIED,NOTICE OF VIOLATION,0101000020E61000008CE476286FCD52C0FDFEF84AF2FC4340,0101000020110F0000003C5B351AF05FC1ADA9510E838C5241,258399,CF-2020-077979,2020-11-03 19:50:23.000000,,3,"COMPLIED, BALANCE DUE",PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,ILLUMINATION EMERGENCY POWER,2024-03-14 04:00:00.000000,COMPLIED - OWNER REPAIR,2024-03-15 14:53:41.000000,,886850300,4208 PARKSIDE AVE,,,19104-1021,011000,MF PARKSIDE PRESERVATION LLC,ECLIPSE,2680284.25347537,244404.4446903289,-75.20990954981443,39.9761441913415
